year,community_area,primary_type,not_arrests,arrests,incidents,community_name,acs_year,total_population,arrest_rate,incidents_per_100k
2025,1,Battery,562,175,737,Rogers Park,2023,53169,23.74,1386.15
2025,1,Burglary,117,15,132,Rogers Park,2023,53169,11.36,248.26
2025,1,Concealed Carry License Violation,0,1,1,Rogers Park,2023,53169,100.0,1.88
2025,1,Criminal Damage,317,22,339,Rogers Park,2023,53169,6.49,637.59
2025,1,Criminal Sexual Assault,33,1,34,Rogers Park,2023,53169,2.94,63.95
2025,1,Criminal Trespass,78,56,134,Rogers Park,2023,53169,41.79,252.03
2025,1,Deceptive Practice,226,9,235,Rogers Park,2023,53169,3.83,441.99
2025,1,Homicide,1,2,3,Rogers Park,2023,53169,66.67,5.64
2025,1,Interference With Public Officer,0,5,5,Rogers Park,2023,53169,100.0,9.4
2025,1,Intimidation,11,0,11,Rogers Park,2023,53169,0.0,20.69
2025,1,Liquor Law Violation,0,4,4,Rogers Park,2023,53169,100.0,7.52
2025,1,Motor Vehicle Theft,228,2,230,Rogers Park,2023,53169,0.87,432.58
2025,1,Narcotics,6,82,88,Rogers Park,2023,53169,93.18,165.51
2025,1,Obscenity,0,1,1,Rogers Park,2023,53169,100.0,1.88
2025,1,Offense Involving Children,18,2,20,Rogers Park,2023,53169,10.0,37.62
2025,1,Other Offense,207,34,241,Rogers Park,2023,53169,14.11,453.27
2025,1,Public Indecency,0,1,1,Rogers Park,2023,53169,100.0,1.88
2025,1,Public Peace Violation,3,4,7,Rogers Park,2023,53169,57.14,13.17
2025,1,Robbery,66,24,90,Rogers Park,2023,53169,26.67,169.27
2025,1,Sex Offense,24,6,30,Rogers Park,2023,53169,20.0,56.42
2025,1,Stalking,12,0,12,Rogers Park,2023,53169,0.0,22.57
2025,1,Theft,875,173,1048,Rogers Park,2023,53169,16.51,1971.07
2025,1,Weapons Violation,13,25,38,Rogers Park,2023,53169,65.79,71.47
2025,2,Arson,2,0,2,West Ridge,2023,79220,0.0,2.52
2025,2,Assault,221,33,254,West Ridge,2023,79220,12.99,320.63
2025,2,Battery,478,130,608,West Ridge,2023,79220,21.38,767.48
2025,2,Burglary,201,13,214,West Ridge,2023,79220,6.07,270.13
2025,2,Concealed Carry License Violation,1,0,1,West Ridge,2023,79220,0.0,1.26
2025,2,Criminal Damage,347,13,360,West Ridge,2023,79220,3.61,454.43
2025,2,Criminal Sexual Assault,23,0,23,West Ridge,2023,79220,0.0,29.03
2025,2,Criminal Trespass,62,15,77,West Ridge,2023,79220,19.48,97.2
2025,2,Deceptive Practice,242,0,242,West Ridge,2023,79220,0.0,305.48
2025,2,Gambling,0,1,1,West Ridge,2023,79220,100.0,1.26
2025,2,Homicide,1,2,3,West Ridge,2023,79220,66.67,3.79
2025,2,Interference With Public Officer,1,4,5,West Ridge,2023,79220,80.0,6.31
2025,2,Intimidation,8,0,8,West Ridge,2023,79220,0.0,10.1
2025,2,Kidnapping,0,1,1,West Ridge,2023,79220,100.0,1.26
2025,2,Liquor Law Violation,0,4,4,West Ridge,2023,79220,100.0,5.05
2025,2,Motor Vehicle Theft,253,2,255,West Ridge,2023,79220,0.78,321.89
2025,2,Narcotics,3,21,24,West Ridge,2023,79220,87.5,30.3
2025,2,Offense Involving Children,18,2,20,West Ridge,2023,79220,10.0,25.25
2025,2,Other Offense,221,30,251,West Ridge,2023,79220,11.95,316.84
2025,2,Public Indecency,0,1,1,West Ridge,2023,79220,100.0,1.26
2025,2,Public Peace Violation,3,3,6,West Ridge,2023,79220,50.0,7.57
2025,2,Robbery,65,5,70,West Ridge,2023,79220,7.14,88.36
2025,2,Sex Offense,26,0,26,West Ridge,2023,79220,0.0,32.82
2025,2,Stalking,5,1,6,West Ridge,2023,79220,16.67,7.57
2025,2,Theft,714,61,775,West Ridge,2023,79220,7.87,978.29
2025,2,Weapons Violation,11,16,27,West Ridge,2023,79220,59.26,34.08
2025,3,Arson,3,3,6,Uptown,2023,52674,50.0,11.39
2025,3,Assault,342,34,376,Uptown,2023,52674,9.04,713.82
2025,3,Battery,648,136,784,Uptown,2023,52674,17.35,1488.4
2025,3,Burglary,196,15,211,Uptown,2023,52674,7.11,400.58
2025,3,Criminal Damage,370,12,382,Uptown,2023,52674,3.14,725.22
2025,3,Criminal Sexual Assault,49,1,50,Uptown,2023,52674,2.0,94.92
2025,3,Criminal Trespass,68,39,107,Uptown,2023,52674,36.45,203.14
2025,3,Deceptive Practice,313,10,323,Uptown,2023,52674,3.1,613.21
2025,3,Homicide,2,0,2,Uptown,2023,52674,0.0,3.8
2025,3,Human Trafficking,1,0,1,Uptown,2023,52674,0.0,1.9
2025,3,Interference With Public Officer,1,1,2,Uptown,2023,52674,50.0,3.8
2025,3,Intimidation,1,0,1,Uptown,2023,52674,0.0,1.9
2025,3,Kidnapping,1,1,2,Uptown,2023,52674,50.0,3.8
2025,3,Motor Vehicle Theft,188,1,189,Uptown,2023,52674,0.53,358.81
2025,3,Narcotics,6,43,49,Uptown,2023,52674,87.76,93.03
2025,3,Offense Involving Children,14,0,14,Uptown,2023,52674,0.0,26.58
2025,3,Other Offense,166,26,192,Uptown,2023,52674,13.54,364.51
2025,3,Prostitution,0,1,1,Uptown,2023,52674,100.0,1.9
2025,3,Public Peace Violation,7,2,9,Uptown,2023,52674,22.22,17.09
2025,3,Robbery,66,10,76,Uptown,2023,52674,13.16,144.28
2025,3,Sex Offense,35,5,40,Uptown,2023,52674,12.5,75.94
2025,3,Stalking,9,0,9,Uptown,2023,52674,0.0,17.09
2025,3,Theft,1101,199,1300,Uptown,2023,52674,15.31,2468.01
2025,3,Weapons Violation,6,26,32,Uptown,2023,52674,81.25,60.75
2025,4,Arson,1,0,1,Lincoln Square,2023,42180,0.0,2.37
2025,4,Assault,125,17,142,Lincoln Square,2023,42180,11.97,336.65
2025,4,Battery,214,64,278,Lincoln Square,2023,42180,23.02,659.08
2025,4,Burglary,93,3,96,Lincoln Square,2023,42180,3.12,227.6
2025,4,Criminal Damage,191,10,201,Lincoln Square,2023,42180,4.98,476.53
2025,4,Criminal Sexual Assault,14,0,14,Lincoln Square,2023,42180,0.0,33.19
2025,4,Criminal Trespass,35,25,60,Lincoln Square,2023,42180,41.67,142.25
2025,4,Deceptive Practice,174,3,177,Lincoln Square,2023,42180,1.69,419.63
2025,4,Homicide,0,1,1,Lincoln Square,2023,42180,100.0,2.37
2025,4,Interference With Public Officer,1,1,2,Lincoln Square,2023,42180,50.0,4.74
2025,4,Motor Vehicle Theft,90,1,91,Lincoln Square,2023,42180,1.1,215.74
2025,4,Narcotics,0,19,19,Lincoln Square,2023,42180,100.0,45.05
2025,4,Obscenity,0,1,1,Lincoln Square,2023,42180,100.0,2.37
2025,4,Offense Involving Children,8,0,8,Lincoln Square,2023,42180,0.0,18.97
2025,4,Other Offense,105,7,112,Lincoln Square,2023,42180,6.25,265.53
2025,4,Prostitution,0,1,1,Lincoln Square,2023,42180,100.0,2.37
2025,4,Public Peace Violation,3,0,3,Lincoln Square,2023,42180,0.0,7.11
2025,4,Robbery,23,3,26,Lincoln Square,2023,42180,11.54,61.64
2025,4,Sex Offense,19,4,23,Lincoln Square,2023,42180,17.39,54.53
2025,4,Stalking,8,0,8,Lincoln Square,2023,42180,0.0,18.97
2025,4,Theft,584,36,620,Lincoln Square,2023,42180,5.81,1469.89
2025,4,Weapons Violation,7,7,14,Lincoln Square,2023,42180,50.0,33.19
2025,5,Arson,1,0,1,North Center,2023,35782,0.0,2.79
2025,5,Assault,77,4,81,North Center,2023,35782,4.94,226.37
2025,5,Battery,112,13,125,North Center,2023,35782,10.4,349.34
2025,5,Burglary,92,3,95,North Center,2023,35782,3.16,265.5
2025,5,Criminal Damage,175,4,179,North Center,2023,35782,2.23,500.25
2025,5,Criminal Sexual Assault,10,0,10,North Center,2023,35782,0.0,27.95
2025,5,Criminal Trespass,34,2,36,North Center,2023,35782,5.56,100.61
2025,5,Deceptive Practice,140,2,142,North Center,2023,35782,1.41,396.85
2025,5,Homicide,0,1,1,North Center,2023,35782,100.0,2.79
2025,5,Interference With Public Officer,0,2,2,North Center,2023,35782,100.0,5.59
2025,5,Kidnapping,1,0,1,North Center,2023,35782,0.0,2.79
2025,5,Liquor Law Violation,0,1,1,North Center,2023,35782,100.0,2.79
2025,5,Motor Vehicle Theft,80,4,84,North Center,2023,35782,4.76,234.75
2025,5,Narcotics,1,19,20,North Center,2023,35782,95.0,55.89
2025,5,Offense Involving Children,6,0,6,North Center,2023,35782,0.0,16.77
2025,5,Other Offense,71,3,74,North Center,2023,35782,4.05,206.81
2025,5,Public Peace Violation,2,1,3,North Center,2023,35782,33.33,8.38
2025,5,Robbery,16,1,17,North Center,2023,35782,5.88,47.51
2025,5,Sex Offense,6,1,7,North Center,2023,35782,14.29,19.56
2025,5,Stalking,7,0,7,North Center,2023,35782,0.0,19.56
2025,5,Theft,342,5,347,North Center,2023,35782,1.44,969.76
2025,5,Weapons Violation,2,3,5,North Center,2023,35782,60.0,13.97
2025,6,Arson,1,0,1,Lake View,2023,90652,0.0,1.1
2025,6,Assault,300,32,332,Lake View,2023,90652,9.64,366.24
2025,6,Battery,612,144,756,Lake View,2023,90652,19.05,833.96
2025,6,Burglary,290,31,321,Lake View,2023,90652,9.66,354.1
2025,6,Concealed Carry License Violation,0,8,8,Lake View,2023,90652,100.0,8.82
2025,6,Criminal Damage,435,27,462,Lake View,2023,90652,5.84,509.64
2025,6,Criminal Sexual Assault,55,2,57,Lake View,2023,90652,3.51,62.88
2025,6,Criminal Trespass,119,37,156,Lake View,2023,90652,23.72,172.09
2025,6,Deceptive Practice,597,7,604,Lake View,2023,90652,1.16,666.28
2025,6,Interference With Public Officer,0,3,3,Lake View,2023,90652,100.0,3.31
2025,6,Intimidation,6,0,6,Lake View,2023,90652,0.0,6.62
2025,6,Kidnapping,2,1,3,Lake View,2023,90652,33.33,3.31
2025,6,Liquor Law Violation,0,8,8,Lake View,2023,90652,100.0,8.82
2025,6,Motor Vehicle Theft,282,8,290,Lake View,2023,90652,2.76,319.9
2025,6,Narcotics,7,27,34,Lake View,2023,90652,79.41,37.51
2025,6,Obscenity,0,1,1,Lake View,2023,90652,100.0,1.1
2025,6,Offense Involving Children,6,1,7,Lake View,2023,90652,14.29,7.72
2025,6,Other Offense,215,27,242,Lake View,2023,90652,11.16,266.95
2025,6,Prostitution,1,0,1,Lake View,2023,90652,0.0,1.1
2025,6,Public Peace Violation,13,10,23,Lake View,2023,90652,43.48,25.37
2025,6,Robbery,144,13,157,Lake View,2023,90652,8.28,173.19
2025,6,Sex Offense,40,2,42,Lake View,2023,90652,4.76,46.33
2025,6,Stalking,7,0,7,Lake View,2023,90652,0.0,7.72
2025,6,Theft,2301,151,2452,Lake View,2023,90652,6.16,2704.85
2025,6,Weapons Violation,3,31,34,Lake View,2023,90652,91.18,37.51
2025,7,Arson,1,0,1,Lincoln Park,2023,62067,0.0,1.61
2025,7,Assault,196,20,216,Lincoln Park,2023,62067,9.26,348.01
2025,7,Battery,281,51,332,Lincoln Park,2023,62067,15.36,534.91
2025,7,Burglary,264,17,281,Lincoln Park,2023,62067,6.05,452.74
2025,7,Criminal Damage,371,7,378,Lincoln Park,2023,62067,1.85,609.02
2025,7,Criminal Sexual Assault,22,0,22,Lincoln Park,2023,62067,0.0,35.45
2025,7,Criminal Trespass,83,20,103,Lincoln Park,2023,62067,19.42,165.95
2025,7,Deceptive Practice,352,6,358,Lincoln Park,2023,62067,1.68,576.8
2025,7,Homicide,0,1,1,Lincoln Park,2023,62067,100.0,1.61
2025,7,Intimidation,2,0,2,Lincoln Park,2023,62067,0.0,3.22
2025,7,Liquor Law Violation,0,6,6,Lincoln Park,2023,62067,100.0,9.67
2025,7,Motor Vehicle Theft,207,2,209,Lincoln Park,2023,62067,0.96,336.73
2025,7,Narcotics,0,18,18,Lincoln Park,2023,62067,100.0,29.0
2025,7,Obscenity,0,1,1,Lincoln Park,2023,62067,100.0,1.61
2025,7,Offense Involving Children,4,0,4,Lincoln Park,2023,62067,0.0,6.44
2025,7,Other Offense,118,10,128,Lincoln Park,2023,62067,7.81,206.23
2025,7,Public Peace Violation,10,6,16,Lincoln Park,2023,62067,37.5,25.78
2025,7,Robbery,56,9,65,Lincoln Park,2023,62067,13.85,104.73
2025,7,Sex Offense,22,4,26,Lincoln Park,2023,62067,15.38,41.89
2025,7,Stalking,7,0,7,Lincoln Park,2023,62067,0.0,11.28
2025,7,Theft,1635,72,1707,Lincoln Park,2023,62067,4.22,2750.25
2025,7,Weapons Violation,3,22,25,Lincoln Park,2023,62067,88.0,40.28
2025,8,Arson,3,1,4,Near North Side,2023,91635,25.0,4.37
2025,8,Assault,542,90,632,Near North Side,2023,91635,14.24,689.69
2025,8,Battery,1206,346,1552,Near North Side,2023,91635,22.29,1693.68
2025,8,Burglary,269,19,288,Near North Side,2023,91635,6.6,314.29
2025,8,Concealed Carry License Violation,0,6,6,Near North Side,2023,91635,100.0,6.55
2025,8,Criminal Damage,676,36,712,Near North Side,2023,91635,5.06,777.0
2025,8,Criminal Sexual Assault,144,1,145,Near North Side,2023,91635,0.69,158.24
2025,8,Criminal Trespass,234,145,379,Near North Side,2023,91635,38.26,413.6
2025,8,Deceptive Practice,1112,90,1202,Near North Side,2023,91635,7.49,1311.73
2025,8,Gambling,0,2,2,Near North Side,2023,91635,100.0,2.18
2025,8,Homicide,9,5,14,Near North Side,2023,91635,35.71,15.28
2025,8,Interference With Public Officer,1,19,20,Near North Side,2023,91635,95.0,21.83
2025,8,Intimidation,9,0,9,Near North Side,2023,91635,0.0,9.82
2025,8,Kidnapping,4,0,4,Near North Side,2023,91635,0.0,4.37
2025,8,Liquor Law Violation,0,6,6,Near North Side,2023,91635,100.0,6.55
2025,8,Motor Vehicle Theft,402,4,406,Near North Side,2023,91635,0.99,443.06
2025,8,Narcotics,7,95,102,Near North Side,2023,91635,93.14,111.31
2025,8,Offense Involving Children,24,2,26,Near North Side,2023,91635,7.69,28.37
2025,8,Other Offense,398,21,419,Near North Side,2023,91635,5.01,457.25
2025,8,Prostitution,0,2,2,Near North Side,2023,91635,100.0,2.18
2025,8,Public Indecency,0,1,1,Near North Side,2023,91635,100.0,1.09
2025,8,Public Peace Violation,39,41,80,Near North Side,2023,91635,51.25,87.3
2025,8,Robbery,225,29,254,Near North Side,2023,91635,11.42,277.19
2025,8,Sex Offense,51,6,57,Near North Side,2023,91635,10.53,62.2
2025,8,Stalking,27,2,29,Near North Side,2023,91635,6.9,31.65
2025,8,Theft,4125,506,4631,Near North Side,2023,91635,10.93,5053.75
2025,8,Weapons Violation,9,142,151,Near North Side,2023,91635,94.04,164.78
2025,9,Arson,1,0,1,Edison Park,2023,11398,0.0,8.77
2025,9,Assault,21,2,23,Edison Park,2023,11398,8.7,201.79
2025,9,Battery,38,6,44,Edison Park,2023,11398,13.64,386.03
2025,9,Burglary,31,1,32,Edison Park,2023,11398,3.12,280.75
2025,9,Criminal Damage,30,3,33,Edison Park,2023,11398,9.09,289.52
2025,9,Criminal Sexual Assault,1,0,1,Edison Park,2023,11398,0.0,8.77
2025,9,Criminal Trespass,13,1,14,Edison Park,2023,11398,7.14,122.83
2025,9,Deceptive Practice,40,2,42,Edison Park,2023,11398,4.76,368.49
2025,9,Interference With Public Officer,0,1,1,Edison Park,2023,11398,100.0,8.77
2025,9,Liquor Law Violation,0,1,1,Edison Park,2023,11398,100.0,8.77
2025,9,Motor Vehicle Theft,9,1,10,Edison Park,2023,11398,10.0,87.73
2025,9,Offense Involving Children,1,0,1,Edison Park,2023,11398,0.0,8.77
2025,9,Other Offense,22,2,24,Edison Park,2023,11398,8.33,210.56
2025,9,Public Peace Violation,2,0,2,Edison Park,2023,11398,0.0,17.55
2025,9,Sex Offense,1,0,1,Edison Park,2023,11398,0.0,8.77
2025,9,Theft,44,2,46,Edison Park,2023,11398,4.35,403.58
2025,9,Weapons Violation,0,1,1,Edison Park,2023,11398,100.0,8.77
2025,10,Arson,2,0,2,Norwood Park,2023,40074,0.0,4.99
2025,10,Assault,76,14,90,Norwood Park,2023,40074,15.56,224.58
2025,10,Battery,111,38,149,Norwood Park,2023,40074,25.5,371.81
2025,10,Burglary,98,1,99,Norwood Park,2023,40074,1.01,247.04
2025,10,Criminal Damage,120,5,125,Norwood Park,2023,40074,4.0,311.92
2025,10,Criminal Sexual Assault,5,0,5,Norwood Park,2023,40074,0.0,12.48
2025,10,Criminal Trespass,30,15,45,Norwood Park,2023,40074,33.33,112.29
2025,10,Deceptive Practice,135,1,136,Norwood Park,2023,40074,0.74,339.37
2025,10,Homicide,0,1,1,Norwood Park,2023,40074,100.0,2.5
2025,10,Interference With Public Officer,1,1,2,Norwood Park,2023,40074,50.0,4.99
2025,10,Intimidation,2,0,2,Norwood Park,2023,40074,0.0,4.99
2025,10,Kidnapping,1,0,1,Norwood Park,2023,40074,0.0,2.5
2025,10,Liquor Law Violation,0,1,1,Norwood Park,2023,40074,100.0,2.5
2025,10,Motor Vehicle Theft,57,4,61,Norwood Park,2023,40074,6.56,152.22
2025,10,Narcotics,1,12,13,Norwood Park,2023,40074,92.31,32.44
2025,10,Obscenity,0,1,1,Norwood Park,2023,40074,100.0,2.5
2025,10,Offense Involving Children,6,1,7,Norwood Park,2023,40074,14.29,17.47
2025,10,Other Offense,79,13,92,Norwood Park,2023,40074,14.13,229.58
2025,10,Public Peace Violation,4,2,6,Norwood Park,2023,40074,33.33,14.97
2025,10,Robbery,4,4,8,Norwood Park,2023,40074,50.0,19.96
2025,10,Sex Offense,6,0,6,Norwood Park,2023,40074,0.0,14.97
2025,10,Stalking,8,0,8,Norwood Park,2023,40074,0.0,19.96
2025,10,Theft,230,30,260,Norwood Park,2023,40074,11.54,648.8
2025,10,Weapons Violation,2,2,4,Norwood Park,2023,40074,50.0,9.98
2025,11,Assault,61,22,83,Jefferson Park,2023,26991,26.51,307.51
2025,11,Battery,129,39,168,Jefferson Park,2023,26991,23.21,622.43
2025,11,Burglary,52,0,52,Jefferson Park,2023,26991,0.0,192.66
2025,11,Criminal Damage,111,8,119,Jefferson Park,2023,26991,6.72,440.89
2025,11,Criminal Sexual Assault,3,0,3,Jefferson Park,2023,26991,0.0,11.11
2025,11,Criminal Trespass,19,16,35,Jefferson Park,2023,26991,45.71,129.67
2025,11,Deceptive Practice,90,4,94,Jefferson Park,2023,26991,4.26,348.26
2025,11,Interference With Public Officer,0,3,3,Jefferson Park,2023,26991,100.0,11.11
2025,11,Liquor Law Violation,0,1,1,Jefferson Park,2023,26991,100.0,3.7
2025,11,Motor Vehicle Theft,52,2,54,Jefferson Park,2023,26991,3.7,200.07
2025,11,Narcotics,1,18,19,Jefferson Park,2023,26991,94.74,70.39
2025,11,Offense Involving Children,2,2,4,Jefferson Park,2023,26991,50.0,14.82
2025,11,Other Offense,57,14,71,Jefferson Park,2023,26991,19.72,263.05
2025,11,Public Peace Violation,2,1,3,Jefferson Park,2023,26991,33.33,11.11
2025,11,Robbery,12,5,17,Jefferson Park,2023,26991,29.41,62.98
2025,11,Sex Offense,6,2,8,Jefferson Park,2023,26991,25.0,29.64
2025,11,Stalking,5,2,7,Jefferson Park,2023,26991,28.57,25.93
2025,11,Theft,137,8,145,Jefferson Park,2023,26991,5.52,537.22
2025,11,Weapons Violation,2,4,6,Jefferson Park,2023,26991,66.67,22.23
2025,12,Assault,20,3,23,Forest Glen,2023,19763,13.04,116.38
2025,12,Battery,40,12,52,Forest Glen,2023,19763,23.08,263.12
2025,12,Burglary,45,3,48,Forest Glen,2023,19763,6.25,242.88
2025,12,Criminal Damage,37,1,38,Forest Glen,2023,19763,2.63,192.28
2025,12,Criminal Sexual Assault,2,0,2,Forest Glen,2023,19763,0.0,10.12
2025,12,Criminal Trespass,13,0,13,Forest Glen,2023,19763,0.0,65.78
2025,12,Deceptive Practice,51,0,51,Forest Glen,2023,19763,0.0,258.06
2025,12,Intimidation,1,0,1,Forest Glen,2023,19763,0.0,5.06
2025,12,Liquor Law Violation,0,1,1,Forest Glen,2023,19763,100.0,5.06
2025,12,Motor Vehicle Theft,28,1,29,Forest Glen,2023,19763,3.45,146.74
2025,12,Narcotics,1,9,10,Forest Glen,2023,19763,90.0,50.6
2025,12,Offense Involving Children,3,1,4,Forest Glen,2023,19763,25.0,20.24
2025,12,Other Offense,30,4,34,Forest Glen,2023,19763,11.76,172.04
2025,12,Prostitution,0,1,1,Forest Glen,2023,19763,100.0,5.06
2025,12,Robbery,3,0,3,Forest Glen,2023,19763,0.0,15.18
2025,12,Sex Offense,2,1,3,Forest Glen,2023,19763,33.33,15.18
2025,12,Stalking,1,0,1,Forest Glen,2023,19763,0.0,5.06
2025,12,Theft,91,1,92,Forest Glen,2023,19763,1.09,465.52
2025,12,Weapons Violation,1,2,3,Forest Glen,2023,19763,66.67,15.18
2025,13,Assault,58,12,70,North Park,2023,19259,17.14,363.47
2025,13,Battery,124,31,155,North Park,2023,19259,20.0,804.82
2025,13,Burglary,61,2,63,North Park,2023,19259,3.17,327.12
2025,13,Criminal Damage,74,6,80,North Park,2023,19259,7.5,415.39
2025,13,Criminal Sexual Assault,3,1,4,North Park,2023,19259,25.0,20.77
2025,13,Criminal Trespass,15,5,20,North Park,2023,19259,25.0,103.85
2025,13,Deceptive Practice,83,1,84,North Park,2023,19259,1.19,436.16
2025,13,Liquor Law Violation,0,2,2,North Park,2023,19259,100.0,10.38
2025,13,Motor Vehicle Theft,60,3,63,North Park,2023,19259,4.76,327.12
2025,13,Narcotics,2,12,14,North Park,2023,19259,85.71,72.69
2025,13,Offense Involving Children,9,3,12,North Park,2023,19259,25.0,62.31
2025,13,Other Offense,62,11,73,North Park,2023,19259,15.07,379.04
2025,13,Public Peace Violation,2,0,2,North Park,2023,19259,0.0,10.38
2025,13,Robbery,14,5,19,North Park,2023,19259,26.32,98.66
2025,13,Sex Offense,3,0,3,North Park,2023,19259,0.0,15.58
2025,13,Stalking,2,1,3,North Park,2023,19259,33.33,15.58
2025,13,Theft,297,15,312,North Park,2023,19259,4.81,1620.02
2025,13,Weapons Violation,8,6,14,North Park,2023,19259,42.86,72.69
2025,14,Arson,1,1,2,Albany Park,2023,47830,50.0,4.18
2025,14,Assault,182,33,215,Albany Park,2023,47830,15.35,449.51
2025,14,Battery,325,97,422,Albany Park,2023,47830,22.99,882.29
2025,14,Burglary,108,4,112,Albany Park,2023,47830,3.57,234.16
2025,14,Concealed Carry License Violation,0,1,1,Albany Park,2023,47830,100.0,2.09
2025,14,Criminal Damage,293,7,300,Albany Park,2023,47830,2.33,627.22
2025,14,Criminal Sexual Assault,15,0,15,Albany Park,2023,47830,0.0,31.36
2025,14,Criminal Trespass,40,25,65,Albany Park,2023,47830,38.46,135.9
2025,14,Deceptive Practice,171,5,176,Albany Park,2023,47830,2.84,367.97
2025,14,Homicide,1,1,2,Albany Park,2023,47830,50.0,4.18
2025,14,Interference With Public Officer,1,4,5,Albany Park,2023,47830,80.0,10.45
2025,14,Liquor Law Violation,0,3,3,Albany Park,2023,47830,100.0,6.27
2025,14,Motor Vehicle Theft,144,11,155,Albany Park,2023,47830,7.1,324.06
2025,14,Narcotics,3,27,30,Albany Park,2023,47830,90.0,62.72
2025,14,Offense Involving Children,13,1,14,Albany Park,2023,47830,7.14,29.27
2025,14,Other Offense,201,34,235,Albany Park,2023,47830,14.47,491.32
2025,14,Prostitution,0,13,13,Albany Park,2023,47830,100.0,27.18
2025,14,Public Peace Violation,5,2,7,Albany Park,2023,47830,28.57,14.64
2025,14,Robbery,37,7,44,Albany Park,2023,47830,15.91,91.99
2025,14,Sex Offense,15,4,19,Albany Park,2023,47830,21.05,39.72
2025,14,Stalking,5,1,6,Albany Park,2023,47830,16.67,12.54
2025,14,Theft,411,59,470,Albany Park,2023,47830,12.55,982.65
2025,14,Weapons Violation,18,16,34,Albany Park,2023,47830,47.06,71.09
2025,15,Arson,3,1,4,Portage Park,2023,64201,25.0,6.23
2025,15,Assault,185,38,223,Portage Park,2023,64201,17.04,347.35
2025,15,Battery,344,115,459,Portage Park,2023,64201,25.05,714.94
2025,15,Burglary,163,7,170,Portage Park,2023,64201,4.12,264.79
2025,15,Concealed Carry License Violation,0,2,2,Portage Park,2023,64201,100.0,3.12
2025,15,Criminal Damage,287,26,313,Portage Park,2023,64201,8.31,487.53
2025,15,Criminal Sexual Assault,14,0,14,Portage Park,2023,64201,0.0,21.81
2025,15,Criminal Trespass,33,32,65,Portage Park,2023,64201,49.23,101.24
2025,15,Deceptive Practice,201,9,210,Portage Park,2023,64201,4.29,327.1
2025,15,Homicide,0,3,3,Portage Park,2023,64201,100.0,4.67
2025,15,Interference With Public Officer,0,15,15,Portage Park,2023,64201,100.0,23.36
2025,15,Intimidation,2,0,2,Portage Park,2023,64201,0.0,3.12
2025,15,Kidnapping,1,0,1,Portage Park,2023,64201,0.0,1.56
2025,15,Liquor Law Violation,0,6,6,Portage Park,2023,64201,100.0,9.35
2025,15,Motor Vehicle Theft,192,11,203,Portage Park,2023,64201,5.42,316.19
2025,15,Narcotics,7,71,78,Portage Park,2023,64201,91.03,121.49
2025,15,Obscenity,0,1,1,Portage Park,2023,64201,100.0,1.56
2025,15,Offense Involving Children,15,2,17,Portage Park,2023,64201,11.76,26.48
2025,15,Other Narcotic Violation,0,2,2,Portage Park,2023,64201,100.0,3.12
2025,15,Other Offense,213,66,279,Portage Park,2023,64201,23.66,434.57
2025,15,Prostitution,0,1,1,Portage Park,2023,64201,100.0,1.56
2025,15,Public Peace Violation,5,1,6,Portage Park,2023,64201,16.67,9.35
2025,15,Robbery,37,5,42,Portage Park,2023,64201,11.9,65.42
2025,15,Sex Offense,21,5,26,Portage Park,2023,64201,19.23,40.5
2025,15,Stalking,11,2,13,Portage Park,2023,64201,15.38,20.25
2025,15,Theft,617,198,815,Portage Park,2023,64201,24.29,1269.45
2025,15,Weapons Violation,17,54,71,Portage Park,2023,64201,76.06,110.59
2025,16,Arson,4,0,4,Irving Park,2023,53535,0.0,7.47
2025,16,Assault,145,31,176,Irving Park,2023,53535,17.61,328.76
2025,16,Battery,324,64,388,Irving Park,2023,53535,16.49,724.76
2025,16,Burglary,168,5,173,Irving Park,2023,53535,2.89,323.15
2025,16,Criminal Damage,254,16,270,Irving Park,2023,53535,5.93,504.34
2025,16,Criminal Sexual Assault,8,2,10,Irving Park,2023,53535,20.0,18.68
2025,16,Criminal Trespass,38,10,48,Irving Park,2023,53535,20.83,89.66
2025,16,Deceptive Practice,195,4,199,Irving Park,2023,53535,2.01,371.72
2025,16,Homicide,1,0,1,Irving Park,2023,53535,0.0,1.87
2025,16,Human Trafficking,0,1,1,Irving Park,2023,53535,100.0,1.87
2025,16,Interference With Public Officer,0,7,7,Irving Park,2023,53535,100.0,13.08
2025,16,Intimidation,3,0,3,Irving Park,2023,53535,0.0,5.6
2025,16,Liquor Law Violation,0,2,2,Irving Park,2023,53535,100.0,3.74
2025,16,Motor Vehicle Theft,142,7,149,Irving Park,2023,53535,4.7,278.32
2025,16,Narcotics,1,32,33,Irving Park,2023,53535,96.97,61.64
2025,16,Offense Involving Children,6,1,7,Irving Park,2023,53535,14.29,13.08
2025,16,Other Narcotic Violation,1,0,1,Irving Park,2023,53535,0.0,1.87
2025,16,Other Offense,200,45,245,Irving Park,2023,53535,18.37,457.64
2025,16,Prostitution,0,2,2,Irving Park,2023,53535,100.0,3.74
2025,16,Public Peace Violation,2,3,5,Irving Park,2023,53535,60.0,9.34
2025,16,Robbery,32,8,40,Irving Park,2023,53535,20.0,74.72
2025,16,Sex Offense,19,0,19,Irving Park,2023,53535,0.0,35.49
2025,16,Stalking,5,0,5,Irving Park,2023,53535,0.0,9.34
2025,16,Theft,472,19,491,Irving Park,2023,53535,3.87,917.16
